dg_id,dg_name,dg_atc_codes,dg_atc_levels
DB11580,Ravulizumab,['L04AA43'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB11581,Venetoclax,['L01XX52'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB11582,Thiocolchicoside,"['M03BX05', 'M03BX55']","[['M03BX', 'M03B', 'M03', 'M'], ['M03BX', 'M03B', 'M03', 'M']]"
DB11584,Pipradrol,['N06BX15'],"[['N06BX', 'N06B', 'N06', 'N']]"
DB11588,Carbon monoxide,['V04CX08'],"[['V04CX', 'V04C', 'V04', 'V']]"
DB11590,Thimerosal,['D08AK06'],"[['D08AK', 'D08A', 'D08', 'D']]"
DB11591,Bilastine,"['S01GX13', 'R06AX29']","[['S01GX', 'S01G', 'S01', 'S'], ['R06AX', 'R06A', 'R06', 'R']]"
DB11595,Atezolizumab,['L01FF05'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB11597,Human Rho(D) immune globulin,['J06BB01'],"[['J06BB', 'J06B', 'J06', 'J']]"
DB11598,Antithrombin III human,['B01AB02'],"[['B01AB', 'B01A', 'B01', 'B']]"
DB11606,Susoctocog alfa,['B02BD14'],"[['B02BD', 'B02B', 'B02', 'B']]"
DB11611,Lifitegrast,['S01XA25'],"[['S01XA', 'S01X', 'S01', 'S']]"
DB11614,Rupatadine,['R06AX28'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB11619,Gestrinone,['G03XA02'],"[['G03XA', 'G03X', 'G03', 'G']]"
DB11626,Tasonermin,['L03AX11'],"[['L03AX', 'L03A', 'L03', 'L']]"
DB11632,Opicapone,['N04BX04'],"[['N04BX', 'N04B', 'N04', 'N']]"
DB11633,Isavuconazole,['J02AC05'],"[['J02AC', 'J02A', 'J02', 'J']]"
DB11635,Tocofersolan,['A11HA08'],"[['A11HA', 'A11H', 'A11', 'A']]"
DB11638,Artenimol,"['P01BF05', 'P01BE05']","[['P01BF', 'P01B', 'P01', 'P'], ['P01BE', 'P01B', 'P01', 'P']]"
DB11639,Dibotermin alfa,['M05BC01'],"[['M05BC', 'M05B', 'M05', 'M']]"
DB11640,Amifampridine,['N07XX05'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB11641,Vinflunine,['L01CA05'],"[['L01CA', 'L01C', 'L01', 'L']]"
DB11642,Pitolisant,['N07XX11'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB11644,Tafamidis,['N07XX08'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB11652,Tucatinib,['L01EH03'],"[['L01EH', 'L01E', 'L01', 'L']]"
DB11653,Bremelanotide,['G02CX05'],"[['G02CX', 'G02C', 'G02', 'G']]"
DB11660,Latanoprostene bunod,['S01EE06'],"[['S01EE', 'S01E', 'S01', 'S']]"
DB11682,Daprodustat,['B03XA07'],"[['B03XA', 'B03X', 'B03', 'B']]"
DB11689,Selumetinib,['L01EE04'],"[['L01EE', 'L01E', 'L01', 'L']]"
DB11691,Naldemedine,['A06AH05'],"[['A06AH', 'A06A', 'A06', 'A']]"
DB11693,Voclosporin,['L04AD03'],"[['L04AD', 'L04A', 'L04', 'L']]"
DB11697,Pacritinib,['L01EJ03'],"[['L01EJ', 'L01E', 'L01', 'L']]"
DB11699,Tropisetron,['A04AA03'],"[['A04AA', 'A04A', 'A04', 'A']]"
DB11700,Setmelanotide,['A08AA12'],"[['A08AA', 'A08A', 'A08', 'A']]"
DB11703,Acalabrutinib,['L01EL02'],"[['L01EL', 'L01E', 'L01', 'L']]"
DB11712,Tezacaftor,"['R07AX32', 'R07AX31']","[['R07AX', 'R07A', 'R07', 'R'], ['R07AX', 'R07A', 'R07', 'R']]"
DB11714,Durvalumab,['L01FF03'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB11718,Encorafenib,['L01EC03'],"[['L01EC', 'L01E', 'L01', 'L']]"
DB11730,Ribociclib,['L01EF02'],"[['L01EF', 'L01E', 'L01', 'L']]"
DB11732,Lasmiditan,['N02CC08'],"[['N02CC', 'N02C', 'N02', 'N']]"
DB11737,Icotinib,['L01EB08'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB11738,Rilmenidine,['C02AC06'],"[['C02AC', 'C02A', 'C02', 'C']]"
DB11739,Vonoprazan,"['A02BD14', 'A02BD15', 'A02BC08']","[['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BC', 'A02B', 'A02', 'A']]"
DB11757,Istradefylline,['N04CX01'],"[['N04CX', 'N04C', 'N04', 'N']]"
DB11760,Talazoparib,['L01XK04'],"[['L01XK', 'L01X', 'L01', 'L']]"
DB11761,Tenapanor,['A06AX08'],"[['A06AX', 'A06A', 'A06', 'A']]"
DB11767,Sarilumab,['L04AC14'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB11771,Tremelimumab,['L01FX20'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB11791,Capmatinib,['L01EX17'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB11793,Niraparib,['L01XK02'],"[['L01XK', 'L01X', 'L01', 'L']]"
DB11800,Tivozanib,['L01EK03'],"[['L01EK', 'L01E', 'L01', 'L']]"
DB11817,Baricitinib,['L04AA37'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB11823,Esketamine,"['N06AX27', 'N01AX14']","[['N06AX', 'N06A', 'N06', 'N'], ['N01AX', 'N01A', 'N01', 'N']]"
DB11827,Ertugliflozin,"['A10BD23', 'A10BK04', 'A10BD24']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BK', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB11828,Neratinib,['L01EH02'],"[['L01EH', 'L01E', 'L01', 'L']]"
DB11834,Guselkumab,['L04AC16'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB11837,Osilodrostat,['H02CA02'],"[['H02CA', 'H02C', 'H02', 'H']]"
DB11841,Entinostat,['L01XH05'],"[['L01XH', 'L01X', 'L01', 'L']]"
DB11842,Angiotensin II,['C01CX09'],"[['C01CX', 'C01C', 'C01', 'C']]"
DB11850,Ublituximab,['L04AA57'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB11853,Relugolix,"['H01CC54', 'L02BX04']","[['H01CC', 'H01C', 'H01', 'H'], ['L02BX', 'L02B', 'L02', 'L']]"
DB11855,Revefenacin,['R03BB08'],"[['R03BB', 'R03B', 'R03', 'R']]"
DB11859,Brexanolone,['N06AX29'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB11866,Romosozumab,['M05BX06'],"[['M05BX', 'M05B', 'M05', 'M']]"
DB11886,Infigratinib,['L01EN03'],"[['L01EN', 'L01E', 'L01', 'L']]"
DB11901,Apalutamide,['L02BB05'],"[['L02BB', 'L02B', 'L02', 'L']]"
DB11915,Valbenazine,['N07XX13'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB11921,Deflazacort,['H02AB13'],"[['H02AB', 'H02A', 'H02', 'H']]"
DB11928,Vosoritide,['M05BX07'],"[['M05BX', 'M05B', 'M05', 'M']]"
DB11936,Bempedoic acid,"['C10AX15', 'C10BA10']","[['C10AX', 'C10A', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C']]"
DB11938,Difelikefalin,['V03AX04'],"[['V03AX', 'V03A', 'V03', 'V']]"
DB11942,Selinexor,['L01XX66'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB11945,Avelumab,['L01FF04'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB11951,Lemborexant,['N05CM21'],"[['N05CM', 'N05C', 'N05', 'N']]"
DB11952,Duvelisib,['L01EM04'],"[['L01EM', 'L01E', 'L01', 'L']]"
DB11963,Dacomitinib,['L01EB07'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB11967,Binimetinib,['L01EE03'],"[['L01EE', 'L01E', 'L01', 'L']]"
DB11976,Anifrolumab,['L04AA51'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB11978,Glasdegib,['L01XJ03'],"[['L01XJ', 'L01X', 'L01', 'L']]"
DB11979,Elagolix,"['H01CC53', 'H01CC03']","[['H01CC', 'H01C', 'H01', 'H'], ['H01CC', 'H01C', 'H01', 'H']]"
DB11986,Entrectinib,['L01EX14'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB11988,Ocrelizumab,['L04AA36'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB11994,Diacerein,['M01AX21'],"[['M01AX', 'M01A', 'M01', 'M']]"
DB11995,Avatrombopag,['B02BX08'],"[['B02BX', 'B02B', 'B02', 'B']]"
DB12001,Abemaciclib,['L01EF03'],"[['L01EF', 'L01E', 'L01', 'L']]"
DB12010,Fostamatinib,['B02BX09'],"[['B02BX', 'B02B', 'B02', 'B']]"
DB12015,Alpelisib,['L01EM03'],"[['L01EM', 'L01E', 'L01', 'L']]"
DB12016,Ponesimod,['L04AA50'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB12023,Benralizumab,['R03DX10'],"[['R03DX', 'R03D', 'R03', 'R']]"
DB12130,Lorlatinib,['L01ED05'],"[['L01ED', 'L01E', 'L01', 'L']]"
DB12141,Gilteritinib,['L01EX13'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB12147,Erdafitinib,['L01EN01'],"[['L01EN', 'L01E', 'L01', 'L']]"
DB12159,Dupilumab,['D11AH05'],"[['D11AH', 'D11A', 'D11', 'D']]"
DB12161,Deutetrabenazine,['N07XX16'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB12169,Tralokinumab,['D11AH07'],"[['D11AH', 'D11A', 'D11', 'D']]"
DB12184,Gepirone,['N06AX19'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB12235,Estetrol,['G03AA18'],"[['G03AA', 'G03A', 'G03', 'G']]"
DB12240,Polatuzumab vedotin,['L01FX14'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB12248,Tulobuterol,"['R03CC11', 'R03AC11']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB12255,Vadadustat,['B03XA08'],"[['B03XA', 'B03X', 'B03', 'B']]"
DB12267,Brigatinib,['L01ED04'],"[['L01ED', 'L01E', 'L01', 'L']]"
DB12274,Aducanumab,['N06DX03'],"[['N06DX', 'N06D', 'N06', 'N']]"
DB12278,Propiverine,['G04BD06'],"[['G04BD', 'G04B', 'G04', 'G']]"
DB12319,Benzbromarone,['M04AB03'],"[['M04AB', 'M04A', 'M04', 'M']]"
DB12332,Rucaparib,['L01XK03'],"[['L01XK', 'L01X', 'L01', 'L']]"
DB12364,Betrixaban,['B01AF04'],"[['B01AF', 'B01A', 'B01', 'B']]"
DB12371,Siponimod,['L04AA42'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB12404,Remimazolam,['N05CD14'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB12457,Rimegepant,['N02CD06'],"[['N02CD', 'N02C', 'N02', 'N']]"
DB12465,Ketanserin,['C02KD01'],"[['C02KD', 'C02K', 'C02', 'C']]"
DB12478,Piribedil,['N04BC08'],"[['N04BC', 'N04B', 'N04', 'N']]"
DB12483,Copanlisib,['L01EM02'],"[['L01EM', 'L01E', 'L01', 'L']]"
DB12498,Mogamulizumab,['L01FX09'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB12499,Clascoterone,['D10AX06'],"[['D10AX', 'D10A', 'D10', 'D']]"
DB12500,Fedratinib,"['G01AE10', 'L01EJ02']","[['G01AE', 'G01A', 'G01', 'G'], ['L01EJ', 'L01E', 'L01', 'L']]"
DB12530,Inebilizumab,['L04AA47'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB12532,Oxetacaine,['C05AD06'],"[['C05AD', 'C05A', 'C05', 'C']]"
DB12543,Samidorphan,['N05AH53'],"[['N05AH', 'N05A', 'N05', 'N']]"
DB12597,Asciminib,['L01EA06'],"[['L01EA', 'L01E', 'L01', 'L']]"
DB12612,Ozanimod,['L04AA38'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB12674,Lurbinectedin,['L01XX69'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB12688,Moxetumomab pasudotox,['L01FB02'],"[['L01FB', 'L01F', 'L01', 'L']]"
DB12698,Ibalizumab,['J05AX23'],"[['J05AX', 'J05A', 'J05', 'J']]"
DB12713,Sotagliflozin,['A10BK06'],"[['A10BK', 'A10B', 'A10', 'A']]"
DB12789,Dinoprost,['G02AD01'],"[['G02AD', 'G02A', 'G02', 'G']]"
DB12808,Trifarotene,['D10AD06'],"[['D10AD', 'D10A', 'D10', 'D']]"
DB12865,Etelcalcetide,['H05BX04'],"[['H05BX', 'H05B', 'H05', 'H']]"
DB12874,Quizartinib,['L01EX11'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB12887,Tazemetostat,['L01XX72'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB12893,Sacituzumab govitecan,['L01FX17'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB12917,Bimekizumab,['L04AC21'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB12941,Darolutamide,['L02BB06'],"[['L02BB', 'L02B', 'L02', 'L']]"
DB12965,Silver,['D08AL30'],"[['D08AL', 'D08A', 'D08', 'D']]"
DB12978,Pexidartinib,['L01EX15'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB13003,Cortivazol,['H02AB17'],"[['H02AB', 'H02A', 'H02', 'H']]"
DB13007,Enfortumab vedotin,['L01FX13'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB13025,Tiapride,['N05AL03'],"[['N05AL', 'N05A', 'N05', 'N']]"
DB13074,Macimorelin,['V04CD06'],"[['V04CD', 'V04C', 'V04', 'V']]"
DB13125,Lusutrombopag,['B02BX07'],"[['B02BX', 'B02B', 'B02', 'B']]"
DB13127,Olokizumab,['L04AC23'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB13133,Von Willebrand factor human,"['B02BD06', 'B02BD10']","[['B02BD', 'B02B', 'B02', 'B'], ['B02BD', 'B02B', 'B02', 'B']]"
DB13144,Lenograstim,['L03AA10'],"[['L03AA', 'L03A', 'L03', 'L']]"
DB13146,Fluciclovine (18F),['V09IX12'],"[['V09IX', 'V09I', 'V09', 'V']]"
DB13150,Coagulation factor VII human,"['B02BD01', 'B02BD05']","[['B02BD', 'B02B', 'B02', 'B'], ['B02BD', 'B02B', 'B02', 'B']]"
DB13151,Anti-inhibitor coagulant complex,['B02BD03'],"[['B02BD', 'B02B', 'B02', 'B']]"
DB13152,Coagulation Factor IX Human,"['B02BD04', 'B02BD01']","[['B02BD', 'B02B', 'B02', 'B'], ['B02BD', 'B02B', 'B02', 'B']]"
DB13158,Clobetasone,"['D07AB01', 'S01CA11', 'S01BA09']","[['D07AB', 'D07A', 'D07', 'D'], ['S01CA', 'S01C', 'S01', 'S'], ['S01BA', 'S01B', 'S01', 'S']]"
DB13161,Nusinersen,['M09AX07'],"[['M09AX', 'M09A', 'M09', 'M']]"
DB13164,Olmutinib,['L01EB06'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB13165,Ripasudil,['S01EX07'],"[['S01EX', 'S01E', 'S01', 'S']]"
DB13166,Zofenopril,"['C09BA15', 'C09AA15']","[['C09BA', 'C09B', 'C09', 'C'], ['C09AA', 'C09A', 'C09', 'C']]"
DB13167,Alclofenac,['M01AB06'],"[['M01AB', 'M01A', 'M01', 'M']]"
DB13170,Plecanatide,['A06AX07'],"[['A06AX', 'A06A', 'A06', 'A']]"
DB13173,Cerliponase alfa,['A16AB17'],"[['A16AB', 'A16A', 'A16', 'A']]"
DB13179,Troleandomycin,['J01FA08'],"[['J01FA', 'J01F', 'J01', 'J']]"
DB13191,Phosphocreatine,['C01EB06'],"[['C01EB', 'C01E', 'C01', 'C']]"
DB13192,Antihemophilic factor human,['B02BD02'],"[['B02BD', 'B02B', 'B02', 'B']]"
DB13200,Lipegfilgrastim,['L03AA14'],"[['L03AA', 'L03A', 'L03', 'L']]"
DB13242,Bucladesine,['C01CE04'],"[['C01CE', 'C01C', 'C01', 'C']]"
DB13269,Dichlorobenzyl alcohol,['R02AA03'],"[['R02AA', 'R02A', 'R02', 'R']]"
DB13310,Ormeloxifene,['G03XC04'],"[['G03XC', 'G03X', 'G03', 'G']]"
DB13335,Pinazepam,['N05BA14'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB13345,Dihydroergocristine,"['C04AE54', 'C04AE04']","[['C04AE', 'C04A', 'C04', 'C'], ['C04AE', 'C04A', 'C04', 'C']]"
DB13346,Bufexamac,"['M01AB17', 'M02AA09']","[['M01AB', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M']]"
DB13437,Medazepam,['N05BA03'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB13501,Bendazac,"['M02AA11', 'S01BC07']","[['M02AA', 'M02A', 'M02', 'M'], ['S01BC', 'S01B', 'S01', 'S']]"
DB13503,Tyrothricin,"['S01AA05', 'R02AB02', 'D06AX08']","[['S01AA', 'S01A', 'S01', 'S'], ['R02AB', 'R02A', 'R02', 'R'], ['D06AX', 'D06A', 'D06', 'D']]"
DB13520,Metergoline,['G02CB05'],"[['G02CB', 'G02C', 'G02', 'G']]"
DB13581,Rociverine,['A03AA06'],"[['A03AA', 'A03A', 'A03', 'A']]"
DB13615,Mifamurtide,['L03AX15'],"[['L03AX', 'L03A', 'L03', 'L']]"
DB13624,Methoxyphenamine,['R03CB02'],"[['R03CB', 'R03C', 'R03', 'R']]"
DB13643,Loprazolam,['N05CD11'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB13720,Diphemanil,"['A03CA08', 'A03AB15']","[['A03CA', 'A03C', 'A03', 'A'], ['A03AB', 'A03A', 'A03', 'A']]"
DB13729,Camostat,['B02AB04'],"[['B02AB', 'B02A', 'B02', 'B']]"
DB13746,Bioallethrin,"['P03AC52', 'P03AC02']","[['P03AC', 'P03A', 'P03', 'P'], ['P03AC', 'P03A', 'P03', 'P']]"
DB13751,Glycyrrhizic acid,['A05BA08'],"[['A05BA', 'A05B', 'A05', 'A']]"
DB13760,Niperotidine,['A02BA05'],"[['A02BA', 'A02B', 'A02', 'A']]"
DB13761,Tilactase,['A09AA04'],"[['A09AA', 'A09A', 'A09', 'A']]"
DB13781,Xamoterol,['C01CX07'],"[['C01CX', 'C01C', 'C01', 'C']]"
DB13783,Acemetacin,['M01AB11'],"[['M01AB', 'M01A', 'M01', 'M']]"
DB13800,Calcium levulinate,['A12AA30'],"[['A12AA', 'A12A', 'A12', 'A']]"
DB13837,Doxefazepam,['N05CD12'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB13857,Demegestone,['G03DB05'],"[['G03DB', 'G03D', 'G03', 'G']]"
DB13867,Fluticasone,"['R03BA05', 'D07AC17', 'R03AK11', 'R03AK06', 'R01AD08', 'R01AD58']","[['R03BA', 'R03B', 'R03', 'R'], ['D07AC', 'D07A', 'D07', 'D'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R01AD', 'R01A', 'R01', 'R'], ['R01AD', 'R01A', 'R01', 'R']]"
DB13872,Lormetazepam,['N05CD06'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB13873,Fenofibric acid,['C10AB11'],"[['C10AB', 'C10A', 'C10', 'C']]"
DB13874,Enasidenib,['L01XX59'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB13881,Tisagenlecleucel,['L01XL04'],"[['L01XL', 'L01X', 'L01', 'L']]"
DB13896,Talimogene laherparepvec,['L01XL02'],"[['L01XL', 'L01X', 'L01', 'L']]"
DB13915,Axicabtagene ciloleucel,['L01XL03'],"[['L01XL', 'L01X', 'L01', 'L']]"
DB13919,Candesartan,"['C09DA06', 'C09DB07', 'C09DX06', 'C09CA06', 'C10BX19']","[['C09DA', 'C09D', 'C09', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09CA', 'C09C', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C']]"
DB13923,Emicizumab,['B02BX06'],"[['B02BX', 'B02B', 'B02', 'B']]"
DB13926,Cenegermin,['S01XA24'],"[['S01XA', 'S01X', 'S01', 'S']]"
DB13928,Semaglutide,['A10BJ06'],"[['A10BJ', 'A10B', 'A10', 'A']]"
DB13931,Netarsudil,"['S01EE51', 'S01EX05']","[['S01EE', 'S01E', 'S01', 'S'], ['S01EX', 'S01E', 'S01', 'S']]"
DB13932,Voretigene neparvovec,['S01XA27'],"[['S01XA', 'S01X', 'S01', 'S']]"
DB13967,Patent Blue,['V04CX09'],"[['V04CX', 'V04C', 'V04', 'V']]"
DB14004,Tildrakizumab,['L04AC17'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB14006,Choline salicylate,['N02BA03'],"[['N02BA', 'N02B', 'N02', 'N']]"
DB14012,Burosumab,['M05BX05'],"[['M05BX', 'M05B', 'M05', 'M']]"
DB14028,Nordazepam,['N05BA16'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB14039,Erenumab,['N02CD01'],"[['N02CD', 'N02C', 'N02', 'N']]"
DB14040,Eptinezumab,['N02CD05'],"[['N02CD', 'N02C', 'N02', 'N']]"
DB14041,Fremanezumab,['N02CD03'],"[['N02CD', 'N02C', 'N02', 'N']]"
DB14042,Galcanezumab,['N02CD02'],"[['N02CD', 'N02C', 'N02', 'N']]"
DB14048,Sodium zirconium cyclosilicate,['V03AE10'],"[['V03AE', 'V03A', 'V03', 'V']]"
DB14487,Zinc acetate,"['C05AX04', 'A16AX05']","[['C05AX', 'C05A', 'C05', 'C'], ['A16AX', 'A16A', 'A16', 'A']]"
DB14488,Ferrous gluconate,"['B03AD05', 'B03AA03']","[['B03AD', 'B03A', 'B03', 'B'], ['B03AA', 'B03A', 'B03', 'B']]"
DB14489,Ferrous succinate,['B03AA06'],"[['B03AA', 'B03A', 'B03', 'B']]"
DB14490,Ferrous ascorbate,['B03AA10'],"[['B03AA', 'B03A', 'B03', 'B']]"
DB14491,Ferrous fumarate,"['B03AA02', 'B03AD02']","[['B03AA', 'B03A', 'B03', 'B'], ['B03AD', 'B03A', 'B03', 'B']]"
DB14498,Potassium acetate,['B05XA17'],"[['B05XA', 'B05X', 'B05', 'B']]"
DB14500,Potassium,"['C03AB03', 'C03BB07', 'C03BB02', 'C03BB04', 'C03AB01', 'C03BB05', 'C03AB04', 'C03AB08', 'C03AB07', 'C03BB03', 'C03AB05', 'C03CB01', 'C03AB09', 'C03AB02', 'C03CB02', 'C03AB06']","[['C03AB', 'C03A', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03CB', 'C03C', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C03CB', 'C03C', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C']]"
DB14501,Ferrous glycine sulfate,['B03AA01'],"[['B03AA', 'B03A', 'B03', 'B']]"
DB14508,Lithium succinate,['D11AX04'],"[['D11AX', 'D11A', 'D11', 'D']]"
DB14512,Mometasone furoate,"['D07AC13', 'R03BA07', 'D07XC03', 'R01AD09', 'R03AK09']","[['D07AC', 'D07A', 'D07', 'D'], ['R03BA', 'R03B', 'R03', 'R'], ['D07XC', 'D07X', 'D07', 'D'], ['R01AD', 'R01A', 'R01', 'R'], ['R03AK', 'R03A', 'R03', 'R']]"
DB14514,Magnesium levulinate,['A12CC07'],"[['A12CC', 'A12C', 'A12', 'A']]"
DB14515,Magnesium lactate,['A12CC06'],"[['A12CC', 'A12C', 'A12', 'A']]"
DB14517,Aluminium phosphate,['A02AB03'],"[['A02AB', 'A02A', 'A02', 'A']]"
DB14520,Tetraferric tricitrate decahydrate,['V03AE08'],"[['V03AE', 'V03A', 'V03', 'V']]"
DB14533,Zinc chloride,"['C05AX04', 'B05XA12']","[['C05AX', 'C05A', 'C05', 'C'], ['B05XA', 'B05X', 'B05', 'B']]"
DB14538,Hydrocortisone aceponate,['D07AC16'],"[['D07AC', 'D07A', 'D07', 'D']]"
DB14540,Hydrocortisone butyrate,"['D07AB02', 'D07BB04']","[['D07AB', 'D07A', 'D07', 'D'], ['D07BB', 'D07B', 'D07', 'D']]"
DB14543,Hydrocortisone probutate,['D07AB11'],"[['D07AB', 'D07A', 'D07', 'D']]"
DB14548,"Zinc sulfate, unspecified form",['C05AX04'],"[['C05AX', 'C05A', 'C05', 'C']]"
DB14562,Andexanet alfa,['V03AB38'],"[['V03AB', 'V03A', 'V03', 'V']]"
DB14568,Ivosidenib,['L01XX62'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB14575,Eslicarbazepine,['N03AF04'],"[['N03AF', 'N03A', 'N03', 'N']]"
DB14582,Patisiran,['N07XX12'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB14597,Lanadelumab,['B06AC05'],"[['B06AC', 'B06A', 'B06', 'B']]"
DB14642,Lypressin,['H01BA03'],"[['H01BA', 'H01B', 'H01', 'H']]"
DB14707,Cemiplimab,['L01FF06'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB14712,Elapegademase,['L03AX21'],"[['L03AX', 'L03A', 'L03', 'L']]"
DB14713,Inotersen,['N07XX15'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB14719,Bentazepam,['N05BA24'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB14723,Larotrectinib,['L01EX12'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB14724,Emapalumab,['L04AA39'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB14731,Tagraxofusp,['L01XX67'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB14740,Hyaluronidase,['B06AA03'],"[['B06AA', 'B06A', 'B06', 'B']]"
DB14751,Mecasermin rinfabate,['H01AC05'],"[['H01AC', 'H01A', 'H01', 'H']]"
DB14754,Solriamfetol,['N06BA14'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB14762,Risankizumab,['L04AC18'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB14783,Diroximel fumarate,['L04AX09'],"[['L04AX', 'L04A', 'L04', 'L']]"
DB14811,Isatuximab,['L01FC02'],"[['L01FC', 'L01F', 'L01', 'L']]"
DB14840,Ripretinib,['L01EX19'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB14845,Filgotinib,['L04AA45'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB14851,Relatlimab,['L01XY03'],"[['L01XY', 'L01X', 'L01', 'L']]"
DB14864,Brolucizumab,['S01LA06'],"[['S01LA', 'S01L', 'S01', 'S']]"
DB14881,Oliceridine,['N02AX07'],"[['N02AX', 'N02A', 'N02', 'N']]"
DB14901,Inclisiran,['C10AX16'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB14914,Flortaucipir F-18,['V09AX07'],"[['V09AX', 'V09A', 'V09', 'V']]"
DB14921,Mavacamten,['C01EB24'],"[['C01EB', 'C01E', 'C01', 'C']]"
DB14922,Tislelizumab,['L01FF09'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB14960,Somatrogon,['H01AC08'],"[['H01AC', 'H01A', 'H01', 'H']]"
DB14962,Trastuzumab deruxtecan,['L01FD04'],"[['L01FD', 'L01F', 'L01', 'L']]"
DB14967,Margetuximab,['L01FD06'],"[['L01FD', 'L01F', 'L01', 'L']]"
